TimeSlot,TotalAccidents,AvgAccidents,StdAccidents,TimeOrder
00:00-03:00,84673,910.4623655913979,3609.2440752550815,0
03:00-06:00,86122,926.0430107526881,3757.051083756522,1
06:00-09:00,160166,1722.215053763441,6997.736582591271,2
09:00-12:00,217494,2338.6451612903224,9476.99832161736,3
12:00-15:00,229049,2462.8924731182797,10034.493930679017,4
15:00-18:00,263384,2832.0860215053763,11632.536585180522,5
18:00-21:00,312044,3355.3118279569894,13944.672923953945,6
21:00-24:00,178975,1924.4623655913979,7715.856500343586,7
